Date,Company_Name,Campaign_Name,Channel,Region,Country,Impressions,Clicks,CTR (%),Spend ($),CPC ($),Leads,Conversions,Conversion Rate (%),Revenue ($),ROAS,Customer Segment
2025-06-20,GrowthSpark Marketing,Product Launch,LinkedIn,Europe,China,42235,2219,4.94,1783.42,0.96,149,161,4.25,13951.09,7.49,New Customers
2025-06-21,ShopNest,Lead Generation,Twitter,South America,Germany,19931,389,6.26,462.13,2.54,453,166,10.88,18848.64,5.63,Enterprise
2025-06-22,Apex Marketing Group,Email Nurture,LinkedIn,South America,United States,28340,4320,4.57,3636.56,1.95,196,128,10.96,3664.47,2.47,New Customers
2025-06-23,CloudNova,Lead Generation,Google Ads,Europe,South Africa,1336,1764,0.76,1591.99,3.27,254,35,4.59,2154.85,5.34,SMB
2025-06-24,ShopNest,Seasonal Sale,Email,Asia,Germany,43933,4742,7.94,3925.47,0.82,118,107,12.61,1136.55,6.86,New Customers
2025-06-25,CloudNova,Brand Awareness,Twitter,Asia,India,20363,4596,0.6,2241.14,2.27,30,128,5.09,8777.23,3.51,Returning Customers
2025-06-26,ShopNest,Lead Generation,LinkedIn,South America,China,46536,606,7.74,2452.07,1.52,275,195,11.01,12500.63,6.72,Enterprise
2025-06-27,CloudNova,Brand Awareness,Facebook,South America,Netherlands,4968,3137,8.99,3900.65,4.46,37,83,2.25,16827.01,1.66,SMB
2025-06-28,Apex Marketing Group,Email Nurture,Google Ads,North America,China,34678,3316,4.61,1942.7,0.39,66,138,2.95,13684.63,6.67,SMB
2025-06-29,GrowthSpark Marketing,Brand Awareness,Email,Asia,Singapore,49400,3617,5.59,2243.48,4.59,233,143,5.08,4246.38,4.55,New Customers
2025-06-30,Apex Marketing Group,Lead Generation,Google Ads,Europe,China,17279,2106,5.03,1912.14,4.2,307,139,9.11,9289.23,2.17,New Customers
2025-07-01,GrowthSpark Marketing,Seasonal Sale,Facebook,Asia,United Kingdom,4129,3949,4.2,1868.34,1.63,99,111,9.86,18215.89,3.55,New Customers
2025-07-02,CloudNova,Email Nurture,Email,North America,India,39215,1066,8.93,2653.44,3.99,39,90,6.25,6602.15,7.91,New Customers
2025-07-03,ShopNest,Lead Generation,Google Ads,South America,South Africa,39897,2112,8.99,4053.56,0.35,197,24,1.63,10024.73,6.38,SMB
2025-07-04,Apex Marketing Group,Email Nurture,Instagram,South America,Japan,6850,888,3.69,1840.75,4.84,460,77,5.92,19175.45,4.81,New Customers
2025-07-05,GrowthSpark Marketing,Product Launch,Facebook,North America,Germany,21588,1687,6.34,2645.06,2.73,80,101,10.49,14720.69,1.36,SMB
2025-07-06,Apex Marketing Group,Brand Awareness,Facebook,Europe,South Africa,41214,4371,9.31,3370.1,1.66,383,132,10.23,14980.03,3.63,New Customers
2025-07-07,GrowthSpark Marketing,Product Launch,Facebook,South America,Japan,12949,3546,9.64,1383.73,1.94,253,13,2.82,5121.45,2.47,Enterprise
2025-07-08,Apex Marketing Group,Lead Generation,Instagram,Middle East,Canada,9519,1863,5.34,1423.74,0.52,87,185,0.61,8352.49,1.03,Enterprise
2025-07-09,GrowthSpark Marketing,Seasonal Sale,Instagram,South America,Netherlands,27375,3529,4.8,4670.39,4.95,29,98,11.42,1738.61,4.57,New Customers
2025-07-10,GrowthSpark Marketing,Email Nurture,LinkedIn,Middle East,Brazil,34082,1501,3.15,3631.5,0.39,61,120,2.04,12169.86,7.17,New Customers
2025-07-11,CloudNova,Brand Awareness,Twitter,North America,Australia,12737,2363,9.61,2907.07,3.34,36,37,1.69,2164.23,5.57,Returning Customers
2025-07-12,GrowthSpark Marketing,Email Nurture,Google Ads,North America,Australia,2134,1564,1.86,3256.21,2.33,323,48,0.54,16734.6,2.37,Enterprise
2025-07-13,CloudNova,Lead Generation,LinkedIn,South America,Japan,11938,1281,6.01,195.03,4.75,16,199,6.77,16309.62,4.8,SMB
2025-07-14,GrowthSpark Marketing,Email Nurture,Google Ads,Asia,Brazil,25486,1695,3.18,3109.61,1.38,323,1,7.8,10718.74,7.57,Enterprise
2025-07-15,ShopNest,Brand Awareness,Twitter,Middle East,Singapore,49356,3049,3.15,2572.07,2.75,337,60,9.75,2909.2,5.92,SMB
2025-07-16,ShopNest,Lead Generation,Instagram,Europe,South Africa,27096,3490,4.35,2751.46,2.52,96,140,4.79,609.02,5.67,New Customers
2025-07-17,ShopNest,Email Nurture,Twitter,South America,Brazil,42115,4106,9.99,1829.15,3.57,5,149,10.8,15954.5,7.76,Enterprise
2025-07-18,GrowthSpark Marketing,Seasonal Sale,Instagram,Europe,United States,6592,355,1.02,453.3,0.53,439,139,2.96,12042.8,6.49,Enterprise
2025-07-19,CloudNova,Lead Generation,Twitter,South America,Canada,19108,3586,6.0,1007.03,1.13,330,44,12.56,14247.5,1.52,Returning Customers
2025-07-20,CloudNova,Lead Generation,LinkedIn,Asia,India,18270,1773,1.28,4756.19,1.23,140,115,8.79,6145.76,3.11,Returning Customers
2025-07-21,GrowthSpark Marketing,Seasonal Sale,Email,Asia,Brazil,28649,1739,1.97,2073.06,3.74,200,186,8.97,10238.71,7.74,Enterprise
2025-07-22,ShopNest,Product Launch,LinkedIn,Asia,France,11997,1567,4.68,2360.08,1.11,137,108,3.54,14968.77,4.17,Enterprise
2025-07-23,ShopNest,Brand Awareness,Google Ads,Asia,Saudi Arabia,34489,3967,5.35,310.91,2.95,477,44,1.57,9305.01,1.34,Enterprise
2025-07-24,CloudNova,Product Launch,LinkedIn,North America,Singapore,10104,469,2.96,235.95,1.23,90,78,7.24,12067.55,3.94,SMB
2025-07-25,ShopNest,Email Nurture,Facebook,North America,Australia,1870,2986,3.51,3600.05,4.34,480,162,9.43,15815.59,5.73,New Customers
2025-07-26,Apex Marketing Group,Seasonal Sale,Google Ads,Middle East,France,29684,3912,1.33,2713.57,4.72,299,25,1.88,4382.89,7.98,Returning Customers
2025-07-27,CloudNova,Product Launch,Twitter,Europe,Canada,40519,4279,3.38,2568.09,2.69,283,132,14.28,1411.98,2.93,New Customers
2025-07-28,ShopNest,Lead Generation,Google Ads,South America,Brazil,35524,1500,9.68,1253.47,1.89,328,192,14.72,10683.29,4.36,Returning Customers
2025-07-29,CloudNova,Email Nurture,Email,South America,Germany,31957,3146,9.47,3736.52,1.32,184,116,8.41,1336.3,7.1,Returning Customers
2025-07-30,Apex Marketing Group,Email Nurture,Instagram,North America,Australia,34885,3311,3.68,882.77,0.44,8,119,14.28,15354.49,3.16,Returning Customers
2025-07-31,CloudNova,Product Launch,Twitter,South America,United States,45369,1214,5.92,990.18,1.49,130,144,3.1,14412.31,1.32,Enterprise
2025-08-01,CloudNova,Product Launch,Google Ads,North America,UAE,36596,1919,9.14,2330.53,3.34,179,10,0.87,17646.08,7.62,Returning Customers
2025-08-02,CloudNova,Seasonal Sale,Twitter,Middle East,United States,30866,1869,0.56,1467.09,2.76,255,109,1.07,12827.29,4.16,New Customers
2025-08-03,CloudNova,Brand Awareness,Twitter,Europe,Saudi Arabia,31676,2755,8.2,1274.94,4.73,25,194,9.02,1437.23,4.27,Returning Customers
2025-08-04,Apex Marketing Group,Product Launch,Twitter,Middle East,China,48764,3565,9.51,3243.93,2.1,489,35,1.39,5137.73,5.16,New Customers
2025-08-05,GrowthSpark Marketing,Product Launch,Instagram,Asia,UAE,14878,1392,1.37,3272.31,3.53,444,134,14.4,16177.84,0.53,Returning Customers
2025-08-06,CloudNova,Lead Generation,LinkedIn,Asia,United Kingdom,40760,2276,2.03,4131.36,2.55,109,19,2.56,3425.94,7.48,Returning Customers
2025-08-07,CloudNova,Email Nurture,Twitter,Asia,Brazil,28559,1129,9.63,2117.66,2.66,70,187,4.92,13999.76,3.21,Enterprise
2025-08-08,ShopNest,Brand Awareness,Facebook,Middle East,Canada,47546,4256,5.61,411.77,1.49,447,181,12.43,15627.16,3.48,New Customers
2025-08-09,CloudNova,Lead Generation,Email,South America,Australia,7771,4613,0.63,1404.65,2.38,267,8,3.67,6669.22,1.81,Returning Customers
2025-08-10,ShopNest,Seasonal Sale,Instagram,Europe,United Kingdom,17526,2829,2.95,4901.03,2.46,53,10,4.02,6513.72,3.34,Returning Customers
2025-08-11,GrowthSpark Marketing,Seasonal Sale,Google Ads,Asia,Canada,30896,2578,4.77,3001.48,3.59,20,195,9.81,11200.27,6.53,New Customers
2025-08-12,Apex Marketing Group,Product Launch,Instagram,Asia,Saudi Arabia,32923,863,7.08,3563.2,4.72,149,166,4.5,17239.6,6.5,Returning Customers
2025-08-13,Apex Marketing Group,Product Launch,Google Ads,Asia,Japan,37203,2081,7.47,86.42,1.78,344,29,3.65,4555.73,7.52,SMB
2025-08-14,GrowthSpark Marketing,Seasonal Sale,Instagram,Europe,Brazil,40390,372,9.96,2615.12,0.4,254,15,4.19,18831.04,3.52,Enterprise
2025-08-15,Apex Marketing Group,Product Launch,Google Ads,Asia,India,13852,3019,3.23,235.77,2.58,347,87,7.61,12022.46,5.82,New Customers
2025-08-16,GrowthSpark Marketing,Brand Awareness,Twitter,Europe,India,48574,953,5.61,2867.69,2.81,358,23,14.51,19843.32,4.3,Enterprise
2025-08-17,GrowthSpark Marketing,Product Launch,LinkedIn,Asia,Brazil,44391,1591,5.57,4607.82,1.01,79,46,12.57,1883.31,6.53,SMB
2025-08-18,GrowthSpark Marketing,Email Nurture,Google Ads,Middle East,UAE,2848,3553,4.35,4843.67,3.85,294,28,4.63,2618.59,5.84,SMB
2025-08-19,Apex Marketing Group,Product Launch,Google Ads,Middle East,China,32027,2703,2.11,2725.74,4.93,421,26,5.77,16550.17,3.26,SMB
2025-08-20,ShopNest,Lead Generation,Facebook,Europe,China,36464,2526,9.79,2318.11,4.74,286,10,7.24,17308.64,3.03,New Customers
2025-08-21,GrowthSpark Marketing,Brand Awareness,Google Ads,Middle East,UAE,35485,3390,8.61,4727.83,1.15,70,175,14.69,8964.63,2.39,SMB
2025-08-22,CloudNova,Lead Generation,Facebook,Europe,South Africa,20456,4293,5.23,3384.37,4.4,129,4,3.0,14310.02,4.82,New Customers
2025-08-23,Apex Marketing Group,Lead Generation,Email,Middle East,Netherlands,10259,1191,6.23,371.25,3.58,323,55,5.68,17364.39,7.73,New Customers
2025-08-24,GrowthSpark Marketing,Email Nurture,Twitter,Middle East,India,36554,899,2.66,2355.34,2.38,91,66,11.08,958.24,2.0,Returning Customers
2025-08-25,GrowthSpark Marketing,Brand Awareness,Facebook,Europe,Germany,47922,416,5.67,1239.21,2.79,45,67,14.48,11521.61,1.21,New Customers
2025-08-26,CloudNova,Brand Awareness,LinkedIn,South America,UAE,14409,2947,7.1,2375.53,4.28,474,135,2.76,17084.27,1.4,SMB
2025-08-27,ShopNest,Brand Awareness,Twitter,Middle East,Australia,4791,1139,5.39,2304.55,2.5,190,55,3.8,8023.28,6.37,New Customers
2025-08-28,ShopNest,Brand Awareness,Facebook,Asia,India,26864,4091,9.91,2931.62,1.99,358,31,3.77,6117.43,3.13,New Customers
2025-08-29,ShopNest,Brand Awareness,Twitter,South America,Germany,37639,2088,6.31,1816.01,2.57,384,74,0.8,15934.56,2.18,Enterprise
2025-08-30,GrowthSpark Marketing,Email Nurture,Twitter,Europe,Saudi Arabia,35574,2910,4.02,863.14,2.98,339,19,9.26,6782.15,3.15,SMB
2025-08-31,GrowthSpark Marketing,Product Launch,Twitter,South America,United Kingdom,18888,4320,7.84,2543.41,1.11,270,156,10.23,163.17,5.34,New Customers
2025-09-01,GrowthSpark Marketing,Lead Generation,Email,North America,Germany,20692,1904,2.12,4159.5,4.52,275,81,9.24,19195.49,4.6,Returning Customers
2025-09-02,Apex Marketing Group,Brand Awareness,LinkedIn,North America,United Kingdom,24501,4733,4.15,3336.86,3.44,46,156,1.53,11883.25,6.08,New Customers
2025-09-03,CloudNova,Product Launch,Instagram,Middle East,Netherlands,14304,544,3.8,1724.92,3.24,97,147,1.5,16408.41,3.04,New Customers
2025-09-04,GrowthSpark Marketing,Product Launch,Instagram,Middle East,Canada,28527,3232,4.6,4680.84,0.68,189,87,3.55,16523.5,3.89,Enterprise
2025-09-05,CloudNova,Lead Generation,Facebook,Asia,Singapore,19074,1834,7.93,4565.43,3.1,219,20,4.71,1421.57,1.26,SMB
2025-09-06,CloudNova,Email Nurture,Twitter,South America,France,16549,3560,5.1,1086.27,0.78,21,13,11.9,3500.12,1.05,SMB
2025-09-07,ShopNest,Seasonal Sale,Facebook,North America,Canada,30963,3836,8.04,245.12,0.58,448,77,2.81,6291.3,3.97,Returning Customers
2025-09-08,Apex Marketing Group,Seasonal Sale,Email,Middle East,India,26920,4180,5.98,3719.48,2.73,269,43,1.14,6481.92,2.76,Returning Customers
2025-09-09,GrowthSpark Marketing,Product Launch,Email,South America,United Kingdom,31826,1048,3.75,4146.67,2.13,118,139,6.21,13209.84,5.1,Returning Customers
2025-09-10,ShopNest,Lead Generation,Google Ads,Middle East,India,37071,4519,8.19,4840.93,3.03,296,176,6.54,12500.35,0.82,New Customers
2025-09-11,ShopNest,Seasonal Sale,Email,Middle East,Netherlands,17061,1501,2.76,4454.69,0.63,461,143,7.04,9942.34,1.41,New Customers
2025-09-12,GrowthSpark Marketing,Product Launch,Google Ads,North America,UAE,29810,1801,2.63,3022.65,2.27,468,145,12.49,4304.15,6.99,Returning Customers
2025-09-13,CloudNova,Email Nurture,LinkedIn,North America,Brazil,48966,2330,5.29,2673.76,1.04,296,182,1.92,7701.47,4.75,SMB
2025-09-14,ShopNest,Seasonal Sale,Facebook,Middle East,Australia,23800,4850,2.98,187.81,4.94,52,50,10.71,10917.52,5.84,SMB
2025-09-15,CloudNova,Product Launch,LinkedIn,Europe,United States,44423,4708,0.59,1270.95,2.89,311,28,5.4,9412.91,6.81,Returning Customers
2025-09-16,Apex Marketing Group,Product Launch,Email,Middle East,India,42692,2984,6.66,2325.09,3.5,101,4,4.99,2633.12,3.98,Enterprise
2025-09-17,CloudNova,Brand Awareness,LinkedIn,Middle East,Australia,10940,3784,5.36,3161.09,1.76,379,22,14.02,13025.26,6.21,SMB
2025-09-18,Apex Marketing Group,Email Nurture,LinkedIn,Asia,UAE,4924,3396,4.73,2808.4,0.65,99,119,4.1,1553.73,4.43,SMB
2025-09-19,CloudNova,Brand Awareness,LinkedIn,Asia,Germany,29054,1923,9.69,3726.05,4.88,330,101,9.82,7626.07,2.17,Returning Customers
2025-09-20,ShopNest,Lead Generation,Email,Asia,UAE,10783,4584,5.93,1434.85,1.57,78,39,4.49,14229.58,3.03,SMB
2025-09-21,ShopNest,Brand Awareness,Twitter,Europe,Saudi Arabia,38253,3853,8.7,2846.52,2.23,340,34,7.85,498.47,4.18,New Customers
2025-09-22,Apex Marketing Group,Brand Awareness,LinkedIn,Europe,Canada,46397,2029,1.82,486.3,3.32,72,97,11.9,11442.66,2.88,New Customers
2025-09-23,GrowthSpark Marketing,Seasonal Sale,Google Ads,Middle East,South Africa,14233,748,5.91,2097.64,0.32,250,44,13.28,6756.97,3.02,SMB
2025-09-24,Apex Marketing Group,Product Launch,Email,Asia,Germany,46669,1362,8.75,3763.3,4.09,410,170,12.66,275.75,3.03,New Customers
2025-09-25,Apex Marketing Group,Email Nurture,LinkedIn,Europe,United States,25484,3012,6.04,3482.33,2.78,81,40,8.94,3888.63,1.42,Enterprise
2025-09-26,CloudNova,Brand Awareness,Twitter,North America,United Kingdom,26068,2988,7.32,4953.68,1.54,212,97,4.11,18824.83,1.13,SMB
2025-09-27,CloudNova,Email Nurture,Email,Middle East,Brazil,1191,4837,4.03,1425.56,0.5,376,140,10.09,10470.86,0.85,Returning Customers
2025-09-28,Apex Marketing Group,Brand Awareness,Instagram,South America,Australia,26074,2350,1.38,2516.04,0.98,258,130,10.79,19944.82,1.33,New Customers
2025-09-29,ShopNest,Lead Generation,Twitter,Middle East,Brazil,5917,3247,4.85,1681.18,4.5,225,156,0.66,10543.85,3.08,Enterprise
2025-09-30,CloudNova,Brand Awareness,Google Ads,South America,France,39599,176,4.25,2230.99,3.49,266,74,6.87,10924.33,4.95,Enterprise
2025-10-01,GrowthSpark Marketing,Seasonal Sale,LinkedIn,Asia,Netherlands,26832,1241,8.74,4291.9,1.4,414,86,12.73,7897.68,1.91,New Customers
2025-10-02,CloudNova,Product Launch,Instagram,South America,UAE,43928,2689,2.82,3436.83,0.51,335,90,7.6,6269.8,7.16,Enterprise
2025-10-03,CloudNova,Lead Generation,Instagram,Asia,India,21706,4439,9.68,4418.08,3.51,348,67,5.01,5105.76,6.56,SMB
2025-10-04,GrowthSpark Marketing,Brand Awareness,Email,North America,United Kingdom,14682,3966,9.6,1057.38,2.95,481,199,13.14,6934.07,4.4,Enterprise
2025-10-05,Apex Marketing Group,Email Nurture,Instagram,South America,France,27762,1416,2.85,4373.14,2.14,263,76,2.76,9251.04,5.93,New Customers
2025-10-06,GrowthSpark Marketing,Lead Generation,Google Ads,Middle East,UAE,24383,1069,3.81,345.82,1.95,312,92,3.49,3920.64,3.25,Enterprise
2025-10-07,Apex Marketing Group,Lead Generation,Google Ads,Asia,Japan,28796,4129,9.01,4448.57,1.24,78,10,10.47,4575.01,0.78,New Customers
2025-10-08,Apex Marketing Group,Brand Awareness,Facebook,Middle East,India,24666,4564,9.68,1678.92,3.41,129,86,5.61,5503.74,7.28,New Customers
2025-10-09,Apex Marketing Group,Lead Generation,Google Ads,Europe,Germany,26662,4589,4.71,1607.21,4.86,192,102,10.84,9040.27,1.46,Enterprise
2025-10-10,GrowthSpark Marketing,Email Nurture,Twitter,Asia,Canada,46159,734,3.55,2584.84,1.04,258,185,2.79,13090.99,7.61,New Customers
2025-10-11,Apex Marketing Group,Lead Generation,Instagram,South America,Singapore,35642,3679,5.5,4706.42,3.07,451,108,4.16,17137.31,4.79,New Customers
2025-10-12,ShopNest,Email Nurture,Google Ads,Asia,Australia,42830,2937,7.03,286.52,2.24,325,165,2.77,5813.92,2.79,Returning Customers
2025-10-13,GrowthSpark Marketing,Brand Awareness,Email,Middle East,South Africa,38531,1512,3.1,1793.54,2.34,312,91,14.32,3756.19,4.22,SMB
2025-10-14,ShopNest,Product Launch,Facebook,North America,Saudi Arabia,11234,4136,7.5,4290.03,1.42,239,192,6.38,7639.06,4.26,New Customers
2025-10-15,Apex Marketing Group,Lead Generation,Instagram,Asia,United States,10221,2311,0.99,2010.47,4.16,478,79,5.39,17898.22,0.67,SMB
2025-10-16,CloudNova,Product Launch,Facebook,South America,United States,12410,4230,0.97,1035.83,2.53,254,86,0.71,296.23,3.17,Returning Customers
2025-10-17,Apex Marketing Group,Email Nurture,Instagram,Europe,South Africa,15519,2891,4.17,2152.73,2.81,336,107,2.72,13589.59,6.05,Returning Customers
2025-10-18,ShopNest,Lead Generation,Email,North America,Germany,2051,1817,3.86,1958.48,1.66,402,168,6.61,9595.48,4.33,Returning Customers
2025-10-19,ShopNest,Seasonal Sale,Facebook,Europe,China,45993,4230,3.5,4581.31,1.07,349,101,1.49,3304.82,2.33,Returning Customers
2025-10-20,GrowthSpark Marketing,Product Launch,LinkedIn,Asia,United States,10765,3610,5.16,3821.58,0.61,76,108,7.91,6488.33,3.01,SMB
2025-10-21,CloudNova,Lead Generation,Twitter,Middle East,Australia,12382,2162,3.55,2550.32,3.63,239,60,7.1,4576.51,6.97,Enterprise
2025-10-22,GrowthSpark Marketing,Product Launch,Twitter,Middle East,Germany,13580,4808,2.33,4942.43,1.14,328,48,11.62,17568.86,4.44,Enterprise
2025-10-23,ShopNest,Lead Generation,Instagram,South America,United Kingdom,33323,676,3.44,2353.12,3.51,160,117,10.07,9689.28,4.46,SMB
2025-10-24,Apex Marketing Group,Brand Awareness,LinkedIn,Middle East,United States,45757,4209,9.76,338.28,2.07,459,106,6.97,11305.58,7.71,New Customers
2025-10-25,CloudNova,Product Launch,Facebook,North America,Brazil,12939,3464,4.41,1348.26,2.2,398,147,3.76,11914.38,2.91,SMB
2025-10-26,Apex Marketing Group,Seasonal Sale,LinkedIn,Middle East,Germany,30964,1425,4.72,2208.55,2.45,119,33,11.04,12828.38,4.1,New Customers
2025-10-27,Apex Marketing Group,Seasonal Sale,LinkedIn,South America,Australia,1307,1231,5.98,826.67,1.97,317,44,10.76,9961.56,6.59,New Customers
2025-10-28,CloudNova,Email Nurture,Facebook,Asia,South Africa,4359,540,9.84,4740.45,0.68,232,165,2.72,455.68,6.19,Enterprise
2025-10-29,GrowthSpark Marketing,Lead Generation,Email,Asia,Singapore,30648,3779,2.8,3845.9,1.69,326,112,13.76,6760.98,2.49,Returning Customers
2025-10-30,Apex Marketing Group,Product Launch,LinkedIn,Middle East,Brazil,36944,3584,6.97,1378.02,3.39,350,89,1.43,3759.08,1.63,Enterprise
2025-10-31,ShopNest,Email Nurture,LinkedIn,Europe,India,35019,3346,7.3,2974.48,3.4,249,36,1.3,13634.84,5.76,Enterprise
2025-11-01,Apex Marketing Group,Product Launch,Email,Asia,India,39134,1990,6.27,3621.17,1.57,310,81,3.22,1228.42,2.43,SMB
2025-11-02,CloudNova,Lead Generation,LinkedIn,Middle East,United States,28323,4458,1.34,4709.33,2.41,18,88,13.69,11319.69,7.42,SMB
2025-11-03,CloudNova,Seasonal Sale,LinkedIn,South America,Brazil,7226,1932,6.93,4414.09,1.13,20,149,8.04,4291.57,1.47,New Customers
2025-11-04,CloudNova,Brand Awareness,LinkedIn,Middle East,Canada,22689,4958,1.11,2600.2,1.21,442,130,11.93,18982.03,2.89,SMB
2025-11-05,GrowthSpark Marketing,Seasonal Sale,Twitter,Asia,UAE,31971,3037,6.16,3884.53,0.31,431,31,3.8,6777.26,0.91,New Customers
2025-11-06,Apex Marketing Group,Email Nurture,Google Ads,South America,India,26954,3209,7.53,2832.62,4.5,46,108,7.61,6571.9,5.77,New Customers
2025-11-07,GrowthSpark Marketing,Brand Awareness,Email,Middle East,Canada,25423,4825,2.5,2785.88,1.21,469,30,5.7,18475.35,7.18,Returning Customers
2025-11-08,GrowthSpark Marketing,Email Nurture,LinkedIn,North America,United Kingdom,31391,4580,8.5,617.97,1.29,114,172,12.5,8405.22,5.27,Returning Customers
2025-11-09,CloudNova,Lead Generation,Twitter,South America,Germany,15330,731,0.79,674.38,1.54,282,12,0.83,19260.96,7.53,Enterprise
2025-11-10,CloudNova,Brand Awareness,Email,North America,UAE,5891,1123,8.52,2671.19,0.81,328,51,4.04,580.99,1.46,Returning Customers
2025-11-11,GrowthSpark Marketing,Email Nurture,Instagram,Europe,France,5992,2437,4.87,1380.86,3.27,23,121,2.71,6196.26,1.16,New Customers
2025-11-12,Apex Marketing Group,Lead Generation,Instagram,South America,Netherlands,2961,2444,2.57,154.13,0.56,70,177,12.96,13357.24,6.79,SMB
2025-11-13,ShopNest,Seasonal Sale,LinkedIn,North America,Australia,13497,2743,1.77,3628.05,0.84,171,152,7.28,17828.05,6.92,Returning Customers
2025-11-14,GrowthSpark Marketing,Lead Generation,Twitter,Asia,Saudi Arabia,33551,1420,9.56,210.81,3.29,77,152,6.36,5202.47,6.73,Returning Customers
2025-11-15,Apex Marketing Group,Product Launch,Twitter,Asia,Netherlands,11848,4794,1.19,2996.62,1.83,407,188,7.02,18616.5,6.49,Returning Customers
2025-11-16,CloudNova,Lead Generation,Email,Europe,Netherlands,14255,4390,2.39,2719.01,3.6,404,139,14.59,11923.02,3.22,Returning Customers
2025-11-17,CloudNova,Lead Generation,Email,South America,Germany,5567,2206,3.8,4845.63,2.88,314,13,12.83,16040.06,2.13,New Customers
2025-11-18,Apex Marketing Group,Product Launch,Twitter,South America,South Africa,49847,2630,6.39,2446.86,1.43,413,91,10.74,8004.43,7.47,New Customers
2025-11-19,ShopNest,Email Nurture,Email,South America,UAE,40281,4441,5.68,364.83,3.32,116,74,4.71,4322.39,2.8,Enterprise
2025-11-20,CloudNova,Email Nurture,Twitter,Europe,Australia,49003,2209,1.69,2780.86,0.76,278,192,2.9,18233.58,3.49,SMB
2025-11-21,CloudNova,Lead Generation,Google Ads,South America,UAE,21389,3298,3.25,4213.43,2.77,411,20,13.86,18669.4,5.75,Enterprise
2025-11-22,CloudNova,Product Launch,Twitter,Asia,Brazil,45523,3781,2.77,4984.4,2.3,377,72,6.63,10001.75,2.7,Enterprise
2025-11-23,Apex Marketing Group,Product Launch,Instagram,North America,United Kingdom,44919,3879,2.53,2180.2,1.49,89,73,4.54,229.25,6.64,Returning Customers
2025-11-24,GrowthSpark Marketing,Seasonal Sale,Email,Asia,Japan,17567,1677,4.41,1635.48,3.1,143,71,7.33,2284.68,1.03,SMB
2025-11-25,CloudNova,Email Nurture,Twitter,Asia,Saudi Arabia,4358,3522,7.19,4537.93,4.38,43,78,13.81,11503.26,6.43,Returning Customers
2025-11-26,GrowthSpark Marketing,Brand Awareness,Twitter,North America,United States,23999,77,2.57,996.65,4.99,109,28,6.11,573.16,5.01,New Customers
2025-11-27,ShopNest,Email Nurture,Email,Asia,UAE,43358,2035,3.98,3096.37,3.12,328,130,8.66,7998.55,4.8,Enterprise
2025-11-28,CloudNova,Email Nurture,Google Ads,Europe,Australia,11988,4203,4.21,2058.29,2.14,285,121,12.14,6137.06,3.94,SMB
2025-11-29,CloudNova,Seasonal Sale,Google Ads,North America,Australia,41446,1571,9.78,253.36,1.28,451,43,6.69,14315.53,2.58,New Customers
2025-11-30,ShopNest,Brand Awareness,Email,Asia,Brazil,32521,346,9.57,1769.08,1.43,484,8,3.89,1206.02,3.98,Enterprise
2025-12-01,CloudNova,Seasonal Sale,Facebook,Middle East,Canada,6698,2231,8.1,1362.88,2.5,418,13,14.92,9825.75,3.88,SMB
2025-12-02,GrowthSpark Marketing,Brand Awareness,Email,Asia,Germany,2273,3452,2.8,3446.15,1.96,433,111,14.37,11624.37,4.88,Enterprise
2025-12-03,Apex Marketing Group,Lead Generation,Email,Europe,South Africa,28543,2346,1.15,4746.51,4.59,127,35,12.73,12384.09,2.61,SMB
2025-12-04,GrowthSpark Marketing,Brand Awareness,Google Ads,South America,Japan,32349,2647,3.51,1376.83,1.97,222,23,10.48,8162.64,1.08,Enterprise
2025-12-05,Apex Marketing Group,Seasonal Sale,Google Ads,Asia,China,12241,951,3.03,4066.76,1.99,381,46,4.78,6156.92,1.59,Returning Customers
2025-12-06,Apex Marketing Group,Email Nurture,Email,South America,United States,10497,1148,5.31,324.03,2.04,65,15,13.74,13681.61,5.74,Enterprise
2025-12-07,GrowthSpark Marketing,Brand Awareness,Email,Middle East,France,42875,1727,7.89,2713.7,4.22,104,130,4.5,16966.62,0.67,Enterprise
2025-12-08,GrowthSpark Marketing,Brand Awareness,Email,Asia,China,33703,2931,8.65,399.22,3.32,311,61,12.11,13902.99,6.92,SMB
2025-12-09,GrowthSpark Marketing,Product Launch,Google Ads,North America,Netherlands,45041,4916,8.53,4673.46,3.15,358,115,13.81,18648.84,5.71,SMB
2025-12-10,GrowthSpark Marketing,Email Nurture,Email,South America,Germany,32954,1428,3.92,3843.44,1.8,397,64,9.24,14373.54,6.26,Returning Customers
2025-12-11,ShopNest,Lead Generation,Email,Middle East,Netherlands,9002,1298,7.03,3306.85,4.13,208,52,12.14,15315.91,6.77,SMB
2025-12-12,CloudNova,Seasonal Sale,LinkedIn,North America,Netherlands,5247,3785,3.47,4128.29,0.38,262,164,11.98,3441.27,1.42,Enterprise
2025-12-13,Apex Marketing Group,Lead Generation,Facebook,North America,United States,42988,4291,1.08,3255.22,4.38,490,195,3.3,8448.84,6.67,SMB
2025-12-14,GrowthSpark Marketing,Email Nurture,Instagram,North America,Australia,22698,1314,7.16,4846.27,2.66,9,69,10.18,9752.6,4.28,SMB
2025-12-15,GrowthSpark Marketing,Brand Awareness,Facebook,North America,Singapore,20738,1957,0.59,3584.09,2.11,450,67,1.86,5200.23,7.14,SMB
